E  |||  
E  |||  
E  |||  
E  |||  
M  |||  BLADE RUNNER
E  |||  
N  |||  Sebastian whips round. He is flanked a hair's breath away
N  |||  by Batty. The shock almost knocks him off his chair.
E  |||  
C  |||  PRIS
D  |||  This is my friend I was
D  |||  telling you about.
E  |||  
N  |||  Batty smiles benevolently.
E  |||  
C  |||  PRIS
D  |||  Roy, this is my saviour, J.F. Sebastian.
E  |||  
N  |||  There is a long silence whilst everyone stares at each
N  |||  other.
E  |||  
C  |||  BATTY
D  |||  Can't thank you enough, Mr. Sebastian.
E  |||  
N  |||  Sebastian, still uneasy begins to smile.
E  |||  
C  |||  BATTY
D  |||  You certainly have a nice place.
E  |||  
N  |||  BATTY looks around admiringly. Sebastian mumbles some-
N  |||  thing that sounds like "Thank you".
E  |||  
C  |||  PRIS
D  |||  Sebastian doesn't go out too much.
E  |||  
C  |||  BATTY
D  |||  I like a man who stays put. An admirable
D  |||  thing to be able to sustain yourself
D  |||  in these times. You live here all by
D  |||  yourself, do you ?
E  |||  
C  |||  SEBASTIAN
D  |||  Yes....
D  |||  (after a moment)
D  |||  How about some breakfast, I was just
D  |||  going to make some.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT DECKARD'S BEDROOM - MORNING
E  |||  
N  |||  Deckard wakes up groggily. His face hurts. He touches
N  |||  the puffy purple bruises. He touches the lip and winces.
N  |||  He looks around stupid with sleep, orienting himself.
E  |||  
N  |||  He sits up... tries to remember. Was she here ? Were they
N  |||  talking ? He must have dozed off. He gets up laboriously,
N  |||  painfully and limps out of the bedroom still in yesterday's
N  |||  clothes.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. DECKARD'S LIVING ROOM MORNING
E  |||  
N  |||  Rachael is sitting stone silent at the piano, staring at a
N  |||  picture of Deckard and his Father above the keyboard.
E  |||  
N  |||  Shadows brush across her, then Deckard is there, close to
N  |||  her, looking to see what's got her attention.
E  |||  
C  |||  DECKARD
D  |||  Me and my Dad.
E  |||  
C  |||  RACHAEL
D  |||  Do you love him?
E  |||  
C  |||  DECKARD
D  |||  He's dead.
E  |||  
N  |||  Rachael indicates the picture of Deckard's wife.
E  |||  
C  |||  DECKARD
D  |||  Wife.
E  |||  
C  |||  RACHAEL
D  |||  Do you love her ?
E  |||  
C  |||  DECKARD
D  |||  She left me.
D  |||  (pause)
D  |||  Went offworld.
D  |||  Wanted the good life.
E  |||  
C  |||  RACHAEL
D  |||  You didn't?
E  |||  
N  |||  Deckard changes the subject.
E  |||  
C  |||  DECKARD
D  |||  I dreamt music.
E  |||  
N  |||  Rachael answers his comment by touching the keys and
N  |||  filling the room abruptly with music.
E  |||  
N  |||  Deckard
E  |||  
C  |||  RACHAEL
D  |||  I didn't know if I could play.
D  |||  ( pause)
D  |||  I remember lessons.... but I
D  |||  don't know if I took them... or
D  |||  Tyrell's niece.
E  |||  
N  |||  She stops doesn't finish the thought, goes on playing
N  |||  for a long moment.
E  |||  
C  |||  DECKARD
D  |||  You play fine.
E  |||  
N  |||  Suddenly she stops playing and turns to him. Al you
N  |||  can hear is the CLOCK TICKING.
E  |||  
C  |||  RACHAEL
D  |||  Am I very different?
E  |||  
C  |||  DECKARD
D  |||  Yeah.
E  |||  
C  |||  RACHAEL
D  |||  How?
E  |||  
N  |||  Her voice is small. Something very young about her.
N  |||  She looks up at him for the first time.
E  |||  
C  |||  DECKARD
D  |||  Stand up.
E  |||  
N  |||  She does. She's looking up at him with those big mer-
N  |||  maid eyes and he kisses her mouth. And then again.
N  |||  She doesn't respond. His voice is a whisper.
E  |||  
C  |||  DECKARD
D  |||  Now you kiss me.
E  |||  
N  |||  She does -- but it's self conscious...
E  |||  
C  |||  RACHAEL
D  |||  I can't rely on my memory to...
E  |||  
N  |||  He stops her with another kiss.
E  |||  
C  |||  DECKARD
D  |||  Say what I say.
E  |||  
N  |||  She nods. His voice intimate, low.
E  |||  
C  |||  DECKARD
D  |||  Kiss me.
E  |||  
C  |||  RACHAEL
D  |||  Kiss me.
E  |||  
N  |||  He does, soft, wet, tender. He backs off -- magnetic,
N  |||  palpable energy growing up between them.
E  |||  
C  |||  DECKARD
D  |||  My eyes.
E  |||  
C  |||  RACHAEL
D  |||  Kiss my eyes.
E  |||  
N  |||  She closes them. He kisses each fluttering lid.
E  |||  
N  |||  She's catching on quick. Her lips are right there.
E  |||  
C  |||  DECKARD
D  |||  I want you.
E  |||  
C  |||  RACHAEL
D  |||  I want you.
E  |||  
C  |||  DECKARD
D  |||  Again.
E  |||  
C  |||  RACHAEL
D  |||  I want you.
E  |||  
N  |||  Her face is flushed. His fingers go to her mouth --
N  |||  slowly over her lips and inside, into the wetness. her
N  |||  head is leaning back, eyes shut.
E  |||  
C  |||  RACHAEL
D  |||  Bite me.
E  |||  
N  |||  His mouth goes to her neck, her ear. His teeth evoke
N  |||  a shiver and a gasp as they take her flesh. Her breath
N  |||  is coming faster.
E  |||  
C  |||  RACHAEL
D  |||  Put your hands on me.
E  |||  
N  |||  He rakes his fingers through her hair and pulls her
N  |||  into him. His other hand molding and pressing her,
N  |||  working around her body and under into the privacy
N  |||  of her dress.
E  |||  
C  |||  RACHAEL
D  |||  Shall I take off my clothes?
E  |||  
C  |||  DECKARD
D  |||  Oh Yeah.
E  |||  
N  |||  He's kissing her hard, deep, soft. She's hardly able to
N  |||  talk she's so excited.
E  |||  
C  |||  RACHAEL
D  |||  Do whatever you want to me.
E  |||  
N  |||  He is and her legs can no longer hold her and she's
N  |||  sinking to the floor in his arms moaning, their words
N  |||  obscured by kisses.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  Pris is staring out the window, watching.
E  |||  
N  |||  Batty lies quietly on the couch, rubbing one of his hands.
E  |||  
N  |||  Sounds emanate from the kitchen.
E  |||  
N  |||  Batty gets up and goes to a chess set in the corner of the
N  |||  room, a game is obviously in progress. Batty studies it for
N  |||  a moment, then moves the White Queen to the Bishop.
E  |||  
N  |||  Pris walks over to him. Her tone muted but demanding.
E  |||  
C  |||  PRIS
D  |||  Well?
E  |||  
N  |||  Batty finds her attitude amusing, which makes her even more
N  |||  pugnacious.
E  |||  
C  |||  PRIS
D  |||  I want to know what's going on ?
E  |||  
C  |||  BATTY
D  |||  There's only two of us left.
E  |||  
N  |||  Pris is shocked. Her whisper comes out a hiss.
E  |||  
C  |||  PRIS
D  |||  Then we're stupid and we'll die.
E  |||  
C  |||  BATTY
D  |||  Not if everybody is doing their job
D  |||  here at home. How are things at home ?
E  |||  
N  |||  Pris doesnt answer, as they hear Sebastian coming out of
N  |||  the kitchen.
E  |||  
C  |||  PRIS
D  |||  What if he won't co-operate ?
E  |||  
C  |||  BATTY
D  |||  Mr. Sebastian is a host who wants to
D  |||  be appreciated. We'll appreciate him
D  |||  and he'll co-operate.
E  |||  
N  |||  Sebastian walks into the room with a tray. He takes some
N  |||  eggs and puts them into a glass flask full of bubbling
N  |||  water that is standing on a retort stand over a bunsen
N  |||  burner on his work bench.
N  |||  He notices the move on the chess set.
E  |||  
C  |||  SEBASTIAN
D  |||  No. The Knight takes the Queen, see ?
D  |||  It won't do.
E  |||  
N  |||  He takes the White Queen with the Black Knight.
E  |||  
N  |||  Batty smiles a smile totally without feeling or interest.
E  |||  
N  |||  Sebastian stares at Batty for a long moment, then at Pris.
E  |||  
C  |||  BATTY
D  |||  Why are you staring at us ?
E  |||  
C  |||  SEBASTIAN
D  |||  You're just so... so different.
E  |||  
N  |||  Batty nods his head smiling, sending home the fact and
N  |||  Sebastian is certainly getting it.
E  |||  
C  |||  BATTY
D  |||  What Sebastian ?
E  |||  
N  |||  A long pause.
E  |||  
C  |||  PRIS
D  |||  What makes you think so, Sebastian?
E  |||  
C  |||  SEBASTIAN
D  |||  Well, you're ....so perfect.
E  |||  
N  |||  Sebastian is grinning from ear to ear.
E  |||  
C  |||  SEBASTIAN
D  |||  What generation are you ?
E  |||  
C  |||  BATTY
D  |||  Nexus 6.
E  |||  
N  |||  Sebastian whistles.
E  |||  
N  |||  To the couch. Batty couldn't be more pleased.
E  |||  
C  |||  SEBASTIAN
D  |||  I know because I do genetic design work
D  |||  for the Tyrell Corporation.
D  |||  (proudly)
D  |||  There's some of me in you !
E  |||  
C  |||  BATTY
D  |||  We have a lot in common.
E  |||  
C  |||  SEBASTIAN
D  |||  What do you mean ?
E  |||  
C  |||  BATTY
D  |||  We have similar problems.
D  |||  Accelerated decrepitude.
D  |||  (or)
D  |||  Like the fabled salmon we came home to die.
D  |||  But we don't want to die quite yet.
E  |||  
C  |||  SEBASTIAN
D  |||  Of course not...... Could you....
E  |||  
N  |||  His voice is trembling.
E  |||  
C  |||  SEBASTIAN
D  |||  Show me something.
E  |||  
C  |||  BATTY
D  |||  Like what ?
E  |||  
C  |||  SEBASTIAN
D  |||  Like... anything?
E  |||  
N  |||  Like a million things, but he's too excited to think
N  |||  of one.
E  |||  
C  |||  BATTY
D  |||  We're not computers, Sebastian, we're
D  |||  physical.
E  |||  
N  |||  Pris perks up proudly.
E  |||  
C  |||  PRIS
D  |||  I think, therefore I am.
E  |||  
C  |||  BATTY
D  |||  Very good Pris. Now show him why.
E  |||  
N  |||  Without a moment's hesitation, Pris walks over to the
N  |||  flask, sticks her hands into the boiling water and pulls
N  |||  out one of the eggs and hands it to Sebastian.
E  |||  
N  |||  Sebastian is riveted, his eyes wide and astounded, like
N  |||  he's just seen the devil. He laughs nervously, glad that
N  |||  the devil is a friend. Then drops the egg which is
N  |||  suddenly burning his hand.
E  |||  
C  |||  BATTY
D  |||  You could help us.
E  |||  
C  |||  SEBASTIAN
D  |||  I don't know much about biomechanics
D  |||  Roy, I wish I did, but you're out of
D  |||  my league.
E  |||  
C  |||  BATTY
D  |||  If we don't find help soon, Pris
D  |||  hasn't got long to live.
E  |||  
N  |||  Batty walks back to the chess set.
E  |||  
C  |||  BATTY
D  |||  Is he good ?
E  |||  
C  |||  SEBASTIAN
D  |||  Who?
E  |||  
C  |||  BATTY
D  |||  Your opponent.
E  |||  
C  |||  SEBASTIAN
D  |||  Dr. Tyrell.... More than brilliant.
D  |||  He's a genius. He's the Einstein
D  |||  of genetics.
E  |||  
C  |||  BATTY
D  |||  Maybe he can help us, Sebastian.
E  |||  
C  |||  SEBASTIAN
D  |||  I'd be happy to mention it to him.
E  |||  
C  |||  BATTY
D  |||  Be better if I could talk to him in
D  |||  person. But he's not an easy man to
D  |||  get to.
E  |||  
C  |||  SEBASTIAN
D  |||  No.
E  |||  
N  |||  Batty leans forward and looks right into Sebastian's eyes.
E  |||  
C  |||  BATTY
D  |||  Will you help us ?
E  |||  
C  |||  SEBASTIAN
D  |||  I....I.. can't.
E  |||  
N  |||  He gets up and walks slowly over to Pris.
E  |||  
C  |||  PRIS
D  |||  We really need you Sebastian, you're
D  |||  our best and only friend.
E  |||  
N  |||  A smile begins to spread across Sebastian's face. She
N  |||  is irresistable. He sits there for a long moment enjoying
N  |||  her embrace.
E  |||  
N  |||  Batty leans back nodding in gratitude.
E  |||  
C  |||  BATTY
D  |||  I'm sure glad you found us, Sebastian.
D  |||  What do you thin, Pris ?
E  |||  
C  |||  PRIS
D  |||  I don't think there's another human
D  |||  being in this whole world who would
D  |||  have helped us.
E  |||  
N  |||  Pris gives Sebastian a big kiss.
E  |||  
E  |||  
M  |||  INT. HOSPITAL (DAY)
E  |||  
N  |||  A horrid image! Tight on Holden very tight. His eyes
N  |||  are bulging almost out of his head. Tears streaming
N  |||  down his face, spittle spraying from his mouth as he
N  |||  wheezes and grimace in horrid convulsions. Haw haw haw.
N  |||  We're going to figure out that he's laughing, but only
N  |||  after a moment, after we pull back wide enough to see
N  |||  he's still engulfed in the breather and necklaced with
N  |||  blinking lights, one of which blinks particularly
N  |||  violently with every wheeze.
E  |||  
C  |||  HOLDEN
D  |||  Cut it... ha, ah, ah.. cut it a haw,
D  |||  ah ah... cut it out.. Deckard.
D  |||  You're... ah... making me... peeeee.
D  |||  Looka the... ah, haw, light...
D  |||  you're making me piss, you... ass
D  |||  hole.
E  |||  
N  |||  Deckard looks uncomfortable and horrified.
E  |||  
C  |||  DECKARD
D  |||  Sorry.
E  |||  
C  |||  HOLDEN
D  |||  Eeeeeeee... haw, ahw, ha. Hee...
D  |||  he... Hit you with a... ah. Ah.
D  |||  Snake... Oh Jesus! Aaaah. Stark
D  |||  ... Stark naked... Ah, ah oh ah...
D  |||  I love it.
E  |||  
C  |||  DECKARD
D  |||  I thought you'd go for the part
D  |||  about the big guy... Leon.
E  |||  
N  |||  Holden's eyes change mood immediately at the thought
N  |||  of Leon but the laughter has to continue like a wind-
N  |||  up toy running down. Finally he can talk again.
E  |||  
C  |||  HOLDEN
D  |||  You aired him... what's funny
D  |||  about that?
E  |||  
C  |||  DECKARD
D  |||  Revenge. I thought you'd...
E  |||  
N  |||  Holden interrupts, no longer amused.
E  |||  
C  |||  HOLDEN
D  |||  You don't revenge a machine,
D  |||  asshole! Your slicer cuts your
D  |||  finger, whaddya do? Punish it?
E  |||  
N  |||  Holden looks at Deckard and lets his wisdom sink in.
E  |||  
C  |||  HOLDEN
D  |||  You can't make a 'thing' feel
D  |||  sorry, Deck.
E  |||  
C  |||  DECKARD
D  |||  They're different, the new ones.
D  |||  That big one... he... it had
D  |||  feelings.
E  |||  
N  |||  Holden glares at Deckard for a long moment.
E  |||  
C  |||  HOLDEN
D  |||  Whatja do? Fuck it?
E  |||  
C  |||  DECKARD
D  |||  Huh? Wh-what? Who who?
E  |||  
N  |||  Deckard is alarmed. The secret is out.
E  |||  
C  |||  HOLDEN
D  |||  The tit job, the one with the
D  |||  snake. You stuck it in, didn't
D  |||  ya?
E  |||  
N  |||  Deckard is immensely relieved and confused.
E  |||  
C  |||  DECKARD
D  |||  Uh... no... I mean... uh.
E  |||  
C  |||  HOLDEN
D  |||  You made zig zig, then you aired
D  |||  her out, now you got conscience,
D  |||  right?
E  |||  
N  |||  Deckard is smug, sure of himself. He knows the score.
N  |||  As he pontificates we CUT and suddenly we are seeing
N  |||  him on a TV screen.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. BRYANT'S OFFICE - DAY
E  |||  
N  |||  A TV monitor FILLS THE SCREEN. Holden is continuing to
N  |||  lecture Deckard on the TV screen.
E  |||  
C  |||  HOLDEN
D  |||  You got the feelings, pal, not her.
D  |||  You fucked a washing machine...
D  |||  then you switched it off. So what?
D  |||  You cry when you turn the lights
D  |||  out at night?
E  |||  
N  |||  Now we see Bryant. He's sitting in a chair chewing a
N  |||  big cigar and glaring at the screen.
E  |||  
C  |||  BRYANT
D  |||  It's pitiful is what it is. A
D  |||  couple of old blade runners trying
D  |||  to grapple with metaphysics... You
D  |||  gonna turn out that way, Gaff?
E  |||  
C  |||  GAFF
D  |||  I piss on metaphysics. My middle
D  |||  name is 'death.' See this foot...
D  |||  (holds up his foot)
D  |||  ... completely lethal! Savate!
D  |||  French foot fighting. See these
D  |||  hands...!
E  |||  
N  |||  Bryant interrupts the display, unimpressed.
E  |||  
C  |||  BRYANT
D  |||  You think he knows where she is?
E  |||  
C  |||  GAFF
D  |||  (shrugs)
D  |||  Maybe. Maybe not. Deckard's a
D  |||  deep one. You gimmee the
D  |||  promotion, maybe I'll find her.
D  |||  If I get a promotion...
E  |||  
C  |||  BRYANT
D  |||  Shut up!
E  |||  
N  |||  Bryant is looking back at the screen, intensely inter-
N  |||  ested.
E  |||  
N  |||  On the screen Holden is wheezingly explaining something
N  |||  to Deckard.
E  |||  
C  |||  HOLDEN
D  |||  ... then they bust into the record
D  |||  room at the Tyrell Corp... that
D  |||  doesn't work! They put that big
D  |||  bozo... whatsitsname...
E  |||  
C  |||  DECKARD
D  |||  Leon.
E  |||  
C  |||  HOLDEN
D  |||  ... they put him in to infiltrate
D  |||  Tyrell Corp... that doesn't work!
D  |||  They go after that eye designer,
D  |||  the Chinaman...
E  |||  
C  |||  DECKARD
D  |||  Chew.
E  |||  
C  |||  HOLDEN
D  |||  ... that doesn't work!
E  |||  
N  |||  Bryant is all attentiion, staring at the screen in
N  |||  suspense.
E  |||  
N  |||  Gaff is watching, too.
E  |||  
C  |||  DECKARD
D  |||  Work! Whaddaya mean 'work.'
E  |||  
C  |||  HOLDEN
D  |||  Don't you see what they're after,
D  |||  who they're looking for?
E  |||  
N  |||  On the screen Deckard frowns and shakes his head.
E  |||  
C  |||  DECKARD
D  |||  No. Who?
E  |||  
N  |||  Bryant is on the edge of his seat.
E  |||  
C  |||  HOLDEN
D  |||  God!
E  |||  
N  |||  Bryant stares at the screen dumbfounded. Then his jaw
N  |||  sags open in disbelief.
E  |||  
C  |||  BRYANT
D  |||  God!
E  |||  
N  |||  Gaff shakes his head, smirking.
E  |||  
C  |||  GAFF
D  |||  Metaphysics.
E  |||  
C  |||  BRYANT
D  |||  God?
E  |||  
N  |||  Bryant looks about to erupt.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. DECKARD'S CAR
E  |||  
N  |||  All we see at first is the Esper screen which features
N  |||  the strangest face ever seen.. it's lines are weirdly
N  |||  oscillating and the face itself is strangely anonymous
N  |||  and flickering. It is in fact thousands of faces flashing
N  |||  on the screen sequentially at the rate of fifty per
N  |||  second.
E  |||  
N  |||  Deckard is watching the screen.
E  |||  
N  |||  A bunch of dwarfs run past the car.
E  |||  
E  |||  
M  |||  INT. DECKARD'S CAR
E  |||  
N  |||  Deckard is in the dark, suddenly a spinner appears, flashing
N  |||  lights across Deckard's Face.
E  |||  
N  |||  The Dwarfs run away.
N  |||  A PA System blares out.
E  |||  
C  |||  SPINNER
D  |||  This sector was closed to ground traffic
D  |||  10 minutes ago. What are you doing here ?
E  |||  
N  |||  DECKARD (on intercom to Spinner)
N  |||  Working. What are you doing ?
E  |||  
C  |||  SPINNER
D  |||  Don't be a smart ass.
E  |||  
C  |||  DECKARD
D  |||  This is Deckard. Blade Runner. I'm
D  |||  filed and monitored.
E  |||  
C  |||  SPINNER
D  |||  Hold on... checking.....
E  |||  
N  |||  Deckard punches up.
E  |||  
C  |||  SPINNER
D  |||  Alright you're clear. Keep up the
D  |||  good work.
E  |||  
N  |||  Deckard punches a number of vid-phone. Waits.
E  |||  
N  |||  On the VIDPHONE screen (not the Esper Screen) Dr. Schlecht
N  |||  suddenly appears, answering the call.
E  |||  
M  |||  DR. SCHLECHT
M  |||  Guten Abend.
E  |||  
C  |||  DECKARD
D  |||  Dr. Hermann Schlecht..
E  |||  
M  |||  DR. SCHLECHT
M  |||  Ja.
E  |||  
N  |||  Deckard has shoved his badge in front of the lens.
E  |||  
N  |||  Schlecht squints, inspecting the badge that must be appearing
N  |||  on his vid screen.
E  |||  
C  |||  DECKARD
D  |||  You are Senior Vice President
D  |||  of the Tyrell Corporation.
E  |||  
N  |||  Dr. Schlecht nods.
E  |||  
C  |||  DECKARD
D  |||  You have dix huit clearance at
D  |||  Tyrell. Right ?
E  |||  
M  |||  DR. SCHLECHT.
M  |||  Yes.
E  |||  
C  |||  DECKARD
D  |||  How many other employees have the
D  |||  same clearance.
E  |||  
M  |||  DR. SCHLECHT
M  |||  Four, including Dr. Tyrell and
M  |||  myself.
E  |||  
C  |||  DECKARD
D  |||  The others ?
E  |||  
C  |||  SCHLECHT
D  |||  Dr. Chew and J.F. Sebastian
E  |||  
C  |||  DECKARD
D  |||  Sebastian ?
E  |||  
C  |||  SCHLECHT
D  |||  Yes. J.F. Sebastian.
E  |||  
C  |||  DECKARD
D  |||  I want you to authorise access to
D  |||  your personnel files. Put it on
D  |||  Esper.
E  |||  
C  |||  SCHLECHT
D  |||  Now ? Do you know what time it is ?
E  |||  
C  |||  DECKARD
D  |||  J.F. Sebastian employment and
D  |||  personal information.
E  |||  
C  |||  SCHLECHT
D  |||  Punch in your Esper code please.
E  |||  
N  |||  Deckard punches Schlecht out and punches in Esper.
E  |||  
C  |||  DECKARD
D  |||  Coming in. Night Doc.
E  |||  
E  |||  
M  |||  INT. DECKARD'S CAR
E  |||  
N  |||  The Esper screen reveals a single face SEBASTIAN.
E  |||  
N  |||  Information and data blare out.
E  |||  
C  |||  ESPER
D  |||  J.F. Sebastian. AMAPT 46751.
D  |||  Designer, Age 27, hobbies
D  |||  Grand Master Chess Player..
D  |||  Clearance.....
E  |||  
N  |||  Deckard punches the telephone number on the vid phone.
E  |||  
N  |||  On the vid-phone a strange out of focus face looks startled.
N  |||  It's Pris.
E  |||  
C  |||  DECKARD
D  |||  Hi.... J.F. there ?
E  |||  
C  |||  PRIS
D  |||  Who's this ?
E  |||  
C  |||  DECKARD
D  |||  An old friend of his.
E  |||  
N  |||  Pris looks for a moment then puts down the phone.
E  |||  
C  |||  DECKARD
D  |||  That's no way to treat a friend.
E  |||  
N  |||  As the vid phone goes blank one of the dwarfs jumps on
N  |||  to the hood of Deckard's car.
E  |||  
N  |||  Deckard starts up the car, screetches forward and the dwarf
N  |||  falls off onto the street.
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT
E  |||  
N  |||  On the vid screen is an off kilter shot of Deckard looking
N  |||  surprised.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. DECKARD'S CAR
E  |||  
N  |||  Deckard punches the vid screen. It is bright again with
N  |||  playback. Pris out of focus, weirdly framed, staring into
N  |||  the lens. Then it disconnects.
E  |||  
N  |||  Instantly Deckard replays it again, slows the image
N  |||  Pris frozen out of focus.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. TYRELL CORP. - SUNSET
E  |||  
N  |||  The huge pyramid looms over the industrial landscape
N  |||  backed by a gorgeous sunset sky of polluted reds.
E  |||  
N  |||  Looking closer, we can see an elevator gliding up the
N  |||  steep slope of the pyramid toward the apex.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. PYRAMID - NIGHT
E  |||  
N  |||  The elevator is whizzing up the slope of the pyramid.
E  |||  
E  |||  
M  |||  INT. ELEVATOR - NIGHT
E  |||  
N  |||  Sebastian and Batty are in the elevator, numbers flashing
N  |||  on their faces as they shoot up toward the 800th floor.
E  |||  
N  |||  Sebastian looks uneasy.
E  |||  
N  |||  Suddenly the elevator comes to an abrupt halt, lights
N  |||  flash a buzzer sounds and a VOICE emanates from a speaker.
E  |||  
C  |||  SPEAKER
D  |||  Quinzieme Bleu... cinquante.
D  |||  You have six seconds. Counting!
D  |||  Uno.. due... tre...
E  |||  
N  |||  Sebastian is frantically fumbling through a stack of
N  |||  magnetic cards he's pulled from his pocket, as the counting
N  |||  goes on simultaneously in six languages.
E  |||  
N  |||  batty is watching Sebastian fumble with the cards.
E  |||  
C  |||  SPEAKER
D  |||  ... cuatro.. quince.... seis......
E  |||  
N  |||  Batty reaches out impatiently and takes a card, inserts it.
E  |||  
N  |||  The voice stops, the lights go out, the elevator starts up
N  |||  again.
E  |||  
N  |||  Sebastian gives Batty a funny look.
E  |||  
N  |||  The Speaker voice interrupts again.
E  |||  
C  |||  SPEAKER
D  |||  Seven hundred up.... Tyrell Corporation.
D  |||  Purpose of visit please.
E  |||  
N  |||  Sebastian looks at Batty nervously.
E  |||  
N  |||  Batty gives a metallic smile.
E  |||  
C  |||  SEBASTIAN
D  |||  Pawn to King Three.
E  |||  
C  |||  SPEAKER
D  |||  Pawn to King Three.
E  |||  
N  |||  Sebastian looks worried.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. TYRELL'S BEDROOM -NIGHT
E  |||  
N  |||  Tyrell is lying in a huge bed mutering into a computer
N  |||  device.
E  |||  
C  |||  TYRELL
D  |||  Note to pantry milk still to hot.
D  |||  300,000 of Tsin Tsin Vinyl;...sell.
D  |||  Sixty six thousand Prosser and
D  |||  Ankopitch trade at...
E  |||  
C  |||  SPEAKER
D  |||  Quinzieme Blue entry. A Mr. J.F.
D  |||  Sebastian, one-six-four-one-seven.
E  |||  
C  |||  TYRELL
D  |||  At this hour!
E  |||  
C  |||  SPEAKER
D  |||  Purpose of visit... Queen to
D  |||  Bishop six. Check!
E  |||  
C  |||  TYRELL
D  |||  Check....nonsense! Wait a
D  |||  minute! Wait a minute!
E  |||  
N  |||  Tyrell is frowning, gets out of bed and walks to his board.
E  |||  
C  |||  TYRELL
D  |||  Ridiculous. Knight takes Queen.
D  |||  Ha! Tell him to go home.
E  |||  
N  |||  Tyrell smirks.
E  |||  
C  |||  SPEAKER
D  |||  Bishop to King Seven. Mate!
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. ELEVATOR - NIGHT
E  |||  
C  |||  SPEAKER
D  |||  Knight takes Queen.
E  |||  
N  |||  Sebastian doesn't hesitate.
E  |||  
C  |||  SEBASTIAN
D  |||  Bishop to King Seven. Mate!
E  |||  
N  |||  Batty's eyes glow. A long pause.
E  |||  
N  |||  Suddenly the doors of the elevator opens.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. TYRELL'S BEDROOM - NIGHT
E  |||  
N  |||  Tyrell is standing at the chess board in his nightgown
N  |||  staring at the pieces in a fit of concentration. He
N  |||  doesn't look up at the sound of footsteps.
E  |||  
C  |||  SEBASTIAN
D  |||  I....uh.... I brought a friend.
E  |||  
N  |||  Tyrell looks alarmed.
E  |||  
N  |||  Batty is standing in the shadows.
E  |||  
N  |||  Tyrell is reaching for a tasseled bell pull that hangs
N  |||  over his bed.
E  |||  
N  |||  Batty's eyes are like little coals glowing.
E  |||  
N  |||  Warned by the look, Tyrell abandons the bell pull and
N  |||  reaches under the sheets for something.
E  |||  
C  |||  BATTY
D  |||  To act without understanding
D  |||  could lead to the very thing
D  |||  the act seeks to avoid.
E  |||  
N  |||  What's in Batty's eyes completes the warning.
E  |||  
N  |||  Tyrell decides to heed it. If he's scared though, he
N  |||  does a good job of concealing it.
E  |||  
C  |||  TYRELL
D  |||  I'm surprised you didn't come
D  |||  here sooner.
E  |||  
N  |||  Batty moves closer to the bed and the dogs slink away,
N  |||  scared toothless.
E  |||  
C  |||  BATTY
D  |||  It's not an easy thing to meet
D  |||  your Maker.
E  |||  
C  |||  TYRELL
D  |||  And what can He do for you?
E  |||  
N  |||  Batty sits on the end of Tyrell's bed.
E  |||  
C  |||  BATTY
D  |||  Can the Maker repair what He makes?
E  |||  
C  |||  TYRELL
D  |||  Would you like to be modified?
E  |||  
C  |||  BATTY
D  |||  Had mind something a little more
D  |||  radical.
E  |||  
C  |||  TYRELL
D  |||  What's the problem?
E  |||  
C  |||  BATTY
D  |||  Death.
E  |||  
C  |||  TYRELL
D  |||  I'm afraid that's a little out of
D  |||  my...
E  |||  
N  |||  Batty leans close across the sheets and cuts in in an
N  |||  urgent whisper.
E  |||  
C  |||  BATTY
D  |||  I want more life, fucker.
E  |||  
N  |||  Sebastain looks alarmed.
E  |||  
N  |||  Tyrell faces Batty with admirable cool. After a tense
N  |||  pause, the old man slides away from Batty and out of
N  |||  bed. He's wearing a long night shirt and he looks a
N  |||  little silly. He looks down at Batty who's still sit-
N  |||  ting on the bed and addresses him as a professor add-
N  |||  resses a pupil.
E  |||  
C  |||  TYRELL
D  |||  The facts of life. I'll be blunt.
D  |||  To make an alteration in the
D  |||  evolvement of an organic life
D  |||  system, at least by men, makers
D  |||  or not, is fatal. A coding
D  |||  sequence can't be revised once
D  |||  it's established.
E  |||  
C  |||  BATTY
D  |||  Why?
E  |||  
C  |||  TYRELL
D  |||  Because by the second day of
D  |||  incubation any cells that have
D  |||  undergone reversion mutation
D  |||  give rise to revertant colonies --
D  |||  like rats leaving a sinking ship.
D  |||  The ship sinks.
E  |||  
C  |||  BATTY
D  |||  What about E.M.S. recombination?
E  |||  
C  |||  TYRELL
D  |||  We've already tried it -- ethyl
